active ingredients	drug ID	drug label	disease name	disease ID	disease label	indication	drug|disease	original source text	contraindication
CHEBI:9207	MONDO:0012762	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0012762	catecholaminergic polymorphic ventricular tachy...	True	ventricular tachycardia-->ventricular tachycardia, familial-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0013529	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0013529	catecholaminergic polymorphic ventricular tachy...	True	ventricular tachycardia-->ventricular tachycardia, familial-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0013966	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0013966	catecholaminergic polymorphic ventricular tachy...	True	ventricular tachycardia-->ventricular tachycardia, familial-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0014191	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0014191	catecholaminergic polymorphic ventricular tachy...	True	ventricular tachycardia-->ventricular tachycardia, familial-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0032915	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0032915	long QT syndrome 16	True	ventricular tachycardia-->ventricular tachycardia, familial-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0800374	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0800374	ventricular tachycardia, catecholaminergic poly...	True	ventricular tachycardia-->ventricular tachycardia, familial-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0020575	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0020575	polymorphic ventricular tachycardia	True	ventricular tachycardia		False
CHEBI:9207	MONDO:0017990	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0017990	catecholaminergic polymorphic ventricular tachy...	True	ventricular tachycardia-->polymorphic ventricular tachycardia		False
CHEBI:9207	MONDO:0011484	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0011484	catecholaminergic polymorphic ventricular tachy...	True	ventricular tachycardia-->polymorphic ventricular tachycardia-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0012762	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0012762	catecholaminergic polymorphic ventricular tachy...	True	ventricular tachycardia-->polymorphic ventricular tachycardia-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0013529	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0013529	catecholaminergic polymorphic ventricular tachy...	True	ventricular tachycardia-->polymorphic ventricular tachycardia-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0013966	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0013966	catecholaminergic polymorphic ventricular tachy...	True	ventricular tachycardia-->polymorphic ventricular tachycardia-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0014191	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0014191	catecholaminergic polymorphic ventricular tachy...	True	ventricular tachycardia-->polymorphic ventricular tachycardia-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0032915	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0032915	long QT syndrome 16	True	ventricular tachycardia-->polymorphic ventricular tachycardia-->catecholaminergic polymorphic ventricular tachy...		False
CHEBI:9207	MONDO:0800374	{'SOTALOL'}	sotalol hydrochloride	CHEBI:9207|MONDO:0800374	ventricular tachycardia, catecholaminergic poly...	True	ventricular tachycardia-->polymorphic ventricular tachycardia-->catecholaminergic polymorphic ventricular tachy...		False
UNII:C9R35M8XV6	MONDO:0001737	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	Hiberix	UNII:C9R35M8XV6|MONDO:0001737	tetanus neonatorum	True	tetanus		False
UNII:C9R35M8XV6	MONDO:0001737	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	Hiberix	UNII:C9R35M8XV6|MONDO:0001737	tetanus neonatorum	True	tetanus		False
CHEBI:133011	MONDO:0004924	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0004924	chronic canaliculitis	True	actinomycosis		False
CHEBI:133011	MONDO:0005699	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0005699	cervicofacial actinomycosis	True	actinomycosis		False
CHEBI:133011	MONDO:0021826	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0021826	aerobic Actinomyces infection	True	actinomycosis		False
CHEBI:51032	MONDO:0001224	EPINASTINE HYDROCHLORIDE	Epinastine	CHEBI:51032|MONDO:0001224	Angelucci syndrome	True	atopic conjunctivitis		False
CHEBI:34829	MONDO:0001224	{'MEDRYSONE'}	Medrysone	CHEBI:34829|MONDO:0001224	Angelucci syndrome	True	atopic conjunctivitis		False
CHEBI:133011	MONDO:0005671	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0005671	Blastocystis infectious disease	True	amebiasis		False
CHEBI:133011	MONDO:0024275	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0024275	amebic dysentery	True	amebiasis		False
CHEBI:133011	MONDO:0005834	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0005834	lymphogranuloma venereum	True	granuloma inguinale		False
DRUGBANK:DB15500	MONDO:0005460	LIVE ATTENUATED INFLUENZA VIRUS (TYPE A AND TYPE B)	Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (propiolactone inactivated)	DRUGBANK:DB15500|MONDO:0005460	swine influenza	True	influenza		False
DRUGBANK:DB15500	MONDO:0018695	LIVE ATTENUATED INFLUENZA VIRUS (TYPE A AND TYPE B)	Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (propiolactone inactivated)	DRUGBANK:DB15500|MONDO:0018695	avian influenza	True	influenza		False
CHEBI:133011	MONDO:0006836	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0006836	Listeria meningitis	True	listeriosis		False
UNII:5384HK7574	MONDO:0700078	TRASTUZUMAB DERUXTECAN	Trastuzumab deruxtecan	UNII:5384HK7574|MONDO:0700078	triple-positive breast carcinoma	True	HER2 positive breast carcinoma		False
CHEBI:229213	MONDO:0700078	ELACESTRANT	Elacestrant	CHEBI:229213|MONDO:0700078	triple-positive breast carcinoma	True	estrogen-receptor positive breast cancer		False
CHEBI:229213	MONDO:0700079	ELACESTRANT	Elacestrant	CHEBI:229213|MONDO:0700079	hormone receptor-positive breast cancer	True	estrogen-receptor positive breast cancer		False
UNII:FYS6T7F842	MONDO:0024516	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0024516	familial acne inversa	True	hidradenitis suppurativa		False
UNII:FYS6T7F842	MONDO:0007728	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0007728	acne inversa, familial, 1	True	hidradenitis suppurativa-->familial acne inversa		False
UNII:FYS6T7F842	MONDO:0013397	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0013397	acne inversa, familial, 2	True	hidradenitis suppurativa-->familial acne inversa		False
UNII:FYS6T7F842	MONDO:0013398	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0013398	acne inversa, familial, 3	True	hidradenitis suppurativa-->familial acne inversa		False
UNII:FYS6T7F842	MONDO:0004773	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0004773	iridocyclitis	True	anterior uveitis		False
UNII:FYS6T7F842	MONDO:0004772	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0004772	glaucomatocyclitic crisis	True	anterior uveitis-->iridocyclitis		False
UNII:FYS6T7F842	MONDO:0004775	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0004775	lens-induced iridocyclitis	True	anterior uveitis-->iridocyclitis		False
UNII:FYS6T7F842	MONDO:0017210	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0017210	infectious anterior uveitis	True	anterior uveitis-->iridocyclitis		False
UNII:FYS6T7F842	MONDO:0001036	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0001036	hypopyon	True	anterior uveitis-->iridocyclitis-->infectious anterior uveitis		False
UNII:FYS6T7F842	MONDO:0001035	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0001035	hypopyon ulcer	True	anterior uveitis-->iridocyclitis-->infectious anterior uveitis-->hypopyon		False
UNII:FYS6T7F842	MONDO:0004774	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0004774	gonococcal iridocyclitis	True	anterior uveitis-->iridocyclitis-->infectious anterior uveitis		False
UNII:FYS6T7F842	MONDO:0017256	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0017256	idiopathic anterior uveitis	True	anterior uveitis		False
UNII:FYS6T7F842	MONDO:0017634	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0017634	non-infectious anterior uveitis	True	anterior uveitis		False
UNII:FYS6T7F842	MONDO:0016207	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0016207	phacoanaphylactic uveitis	True	anterior uveitis-->non-infectious anterior uveitis		False
UNII:FYS6T7F842	MONDO:0016989	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0016989	Fuchs heterochromic iridocyclitis	True	anterior uveitis-->non-infectious anterior uveitis		False
UNII:FYS6T7F842	MONDO:0019198	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0019198	sympathetic ophthalmia	True	anterior uveitis-->non-infectious anterior uveitis		False
CHEBI:5938	MONDO:0018826	INTERFERON BETA-1B	Interferon beta-1b	CHEBI:5938|MONDO:0018826	Lewis-Sumner syndrome	True	chronic inflammatory demyelinating polyradiculo...		False
CHEBI:9180	MONDO:0000948	DIQUAFOSOI SODIUM	Sodium salicylate	CHEBI:9180|MONDO:0000948	xerophthalmia	True	dry eye syndrome		False
CHEBI:133011	MONDO:0002410	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0002410	pyeloureteritis cystica	True	pyelitis		False
CHEBI:133011	MONDO:0006939	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0006939	pyelonephritis	True	pyelitis		False
CHEBI:133011	MONDO:0001110	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0001110	chronic pyelonephritis	True	pyelitis-->pyelonephritis		False
CHEBI:133011	MONDO:0007022	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0007022	xanthogranulomatous pyelonephritis	True	pyelitis-->pyelonephritis-->chronic pyelonephritis		False
CHEBI:133011	MONDO:0003529	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0003529	acute pyelonephritis	True	pyelitis-->pyelonephritis		False
CHEBI:133011	MONDO:0021746	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0021746	pyelocystitis	True	pyelitis		False
CHEBI:133011	MONDO:0001110	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0001110	chronic pyelonephritis	True	pyelonephritis		False
CHEBI:133011	MONDO:0007022	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0007022	xanthogranulomatous pyelonephritis	True	pyelonephritis-->chronic pyelonephritis		False
CHEBI:133011	MONDO:0003529	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0003529	acute pyelonephritis	True	pyelonephritis		False
PUBCHEM.COMPOUND:92043599	MONDO:0003084	EPOETIN ALFA	epoetin alfa	PUBCHEM.COMPOUND:92043599|MONDO:0003084	uremic neuropathy	True	uremia		False
PUBCHEM.COMPOUND:92043599	MONDO:0003084	EPOETIN ALFA	epoetin alfa	PUBCHEM.COMPOUND:92043599|MONDO:0003084	uremic neuropathy	True	uremia		False
CHEBI:133011	MONDO:0015766	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0015766	cholera	True	vibrio infectious disease		False
CHEBI:133011	MONDO:0043297	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0043297	vibrio vulnificus infectious disease	True	vibrio infectious disease		False
UNII:7SE5582Q2P	MONDO:0011606	VOSORITIDE	Vosoritide	UNII:7SE5582Q2P|MONDO:0011606	baby rattle pelvis dysplasia	True	Achondroplasia		False
UNII:7SE5582Q2P	MONDO:0042975	VOSORITIDE	Vosoritide	UNII:7SE5582Q2P|MONDO:0042975	pseudoachondroplastic dysplasia 2	True	Achondroplasia		False
CHEBI:134709	MONDO:0024358	PITOLISANT	Pitolisant	CHEBI:134709|MONDO:0024358	complex sleep apnea	True	obstructive sleep apnea syndrome		False
UNII:D99YVK4L0X	MONDO:0006735	RAMUCIRUMAB	Ramucirumab	UNII:D99YVK4L0X|MONDO:0006735	duodenogastric reflux	True	gastroesophageal reflux disease		False
CHEBI:4975	MONDO:0006735	{'FAMOTIDINE'}	Famotidine	CHEBI:4975|MONDO:0006735	duodenogastric reflux	True	gastroesophageal reflux disease		False
CHEBI:8776	MONDO:0006735	{'RANITIDINE'}	ranitidine	CHEBI:8776|MONDO:0006735	duodenogastric reflux	True	gastroesophageal reflux disease		False
CHEBI:8776	MONDO:0006735	{'RANITIDINE'}	ranitidine	CHEBI:8776|MONDO:0006735	duodenogastric reflux	True	gastroesophageal reflux disease		False
UNII:4F4X42SYQ6	MONDO:0006150	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0006150	colon Burkitt lymphoma	True	Burkitt lymphoma		False
UNII:4F4X42SYQ6	MONDO:0006416	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0006416	small intestinal Burkitt lymphoma	True	Burkitt lymphoma		False
UNII:4F4X42SYQ6	MONDO:0006150	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0006150	colon Burkitt lymphoma	True	Burkitt lymphoma		False
UNII:4F4X42SYQ6	MONDO:0006416	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0006416	small intestinal Burkitt lymphoma	True	Burkitt lymphoma		False
UNII:4F4X42SYQ6	MONDO:0006150	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0006150	colon Burkitt lymphoma	True	Burkitt lymphoma		False
UNII:4F4X42SYQ6	MONDO:0006416	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0006416	small intestinal Burkitt lymphoma	True	Burkitt lymphoma		False
UNII:4F4X42SYQ6	MONDO:0006150	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0006150	colon Burkitt lymphoma	True	Burkitt lymphoma		False
UNII:4F4X42SYQ6	MONDO:0006416	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0006416	small intestinal Burkitt lymphoma	True	Burkitt lymphoma		False
UNII:4F4X42SYQ6	MONDO:0006150	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0006150	colon Burkitt lymphoma	True	Burkitt lymphoma		False
UNII:4F4X42SYQ6	MONDO:0006416	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0006416	small intestinal Burkitt lymphoma	True	Burkitt lymphoma		False
CHEBI:6709	MONDO:0003147	{'MECLIZINE'}	Meclizine	CHEBI:6709|MONDO:0003147	space motion sickness	True	motion sickness		False
CHEBI:8461	MONDO:0003147	{'PROMETHAZINE'}	Promethazine	CHEBI:8461|MONDO:0003147	space motion sickness	True	motion sickness		False
UNII:4F4X42SYQ6	MONDO:0019322	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0019322	pemphigus vegetans	True	pemphigus vulgaris		False
UNII:4F4X42SYQ6	MONDO:0019322	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0019322	pemphigus vegetans	True	pemphigus vulgaris		False
UNII:4F4X42SYQ6	MONDO:0019322	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0019322	pemphigus vegetans	True	pemphigus vulgaris		False
UNII:4F4X42SYQ6	MONDO:0019322	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0019322	pemphigus vegetans	True	pemphigus vulgaris		False
UNII:4F4X42SYQ6	MONDO:0019322	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0019322	pemphigus vegetans	True	pemphigus vulgaris		False
CHEBI:63632	MONDO:0003437	TOPOTECAN	Topotecan	CHEBI:63632|MONDO:0003437	occult small cell lung carcinoma	True	small cell lung carcinoma		False
CHEBI:63632	MONDO:0003438	TOPOTECAN	Topotecan	CHEBI:63632|MONDO:0003438	combined small cell lung carcinoma	True	small cell lung carcinoma		False
CHEBI:63632	MONDO:0000532	TOPOTECAN	Topotecan	CHEBI:63632|MONDO:0000532	lung combined type small cell adenocarcinoma	True	small cell lung carcinoma-->combined small cell lung carcinoma		False
CHEBI:66917	MONDO:0021851	RUXOLITINIB	ruxolitinib phosphate	CHEBI:66917|MONDO:0021851	alopecia universalis onychodystrophy vitiligo	True	vitiligo		False
CHEBI:5120	MONDO:0021923	{'FLUOXYMESTERONE'}	Fluoxymesterone	CHEBI:5120|MONDO:0021923	Arroyo Garcia Cimadevilla syndrome	True	cryptorchidism		False
UNII:EO144CP0X9	MONDO:0017694	AVALGLUCOSIDASE ALFA 	Avalglucosidase alfa	UNII:EO144CP0X9|MONDO:0017694	glycogen storage disease due to acid maltase de...	True	glycogen storage disease II		False
UNII:EO144CP0X9	MONDO:0018485	AVALGLUCOSIDASE ALFA 	Avalglucosidase alfa	UNII:EO144CP0X9|MONDO:0018485	glycogen storage disease due to acid maltase de...	True	glycogen storage disease II		False
CHEBI:9613	MONDO:0005139	{'TOLAZAMIDE'}	Tolazamide	CHEBI:9613|MONDO:0005139	morbid obesity	True	obesity disorder		False
CHEBI:9613	MONDO:0019182	{'TOLAZAMIDE'}	Tolazamide	CHEBI:9613|MONDO:0019182	inherited obesity	True	obesity disorder		False
CHEBI:9613	MONDO:0010961	{'TOLAZAMIDE'}	Tolazamide	CHEBI:9613|MONDO:0010961	obesity due to prohormone convertase I deficiency	True	obesity disorder-->inherited obesity		False
CHEBI:9613	MONDO:0012335	{'TOLAZAMIDE'}	Tolazamide	CHEBI:9613|MONDO:0012335	obesity due to pro-opiomelanocortin deficiency	True	obesity disorder-->inherited obesity		False
CHEBI:9613	MONDO:0013991	{'TOLAZAMIDE'}	Tolazamide	CHEBI:9613|MONDO:0013991	obesity due to congenital leptin deficiency	True	obesity disorder-->inherited obesity		False
CHEBI:9613	MONDO:0013992	{'TOLAZAMIDE'}	Tolazamide	CHEBI:9613|MONDO:0013992	obesity due to leptin receptor gene deficiency	True	obesity disorder-->inherited obesity		False
CHEBI:9613	MONDO:0014309	{'TOLAZAMIDE'}	Tolazamide	CHEBI:9613|MONDO:0014309	obesity due to CEP19 deficiency	True	obesity disorder-->inherited obesity		False
CHEBI:9613	MONDO:0018244	{'TOLAZAMIDE'}	Tolazamide	CHEBI:9613|MONDO:0018244	obesity due to SIM1 deficiency	True	obesity disorder-->inherited obesity		False
CHEBI:9613	MONDO:0019115	{'TOLAZAMIDE'}	Tolazamide	CHEBI:9613|MONDO:0019115	obesity due to melanocortin 4 receptor deficiency	True	obesity disorder-->inherited obesity		False
CHEBI:133011	MONDO:0100486	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	oxytetracycline	CHEBI:133011|MONDO:0100486	adult acne	True	acne		False
CHEBI:6067	MONDO:0100486	{'ISOTRETINOIN'}	Isotretinoin	CHEBI:6067|MONDO:0100486	adult acne	True	acne		False
UNII:FYS6T7F842	MONDO:0019436	ADALIMUMAB	Adalimumab	UNII:FYS6T7F842|MONDO:0019436	psoriasis-related juvenile idiopathic arthritis	True	psoriatic arthritis		False
CHEBI:78540	MONDO:0019436	APREMILAST	Apremilast	CHEBI:78540|MONDO:0019436	psoriasis-related juvenile idiopathic arthritis	True	psoriatic arthritis		False
UNII:B72HH48FLU	MONDO:0019436	INFLIXIMAB	Infliximab	UNII:B72HH48FLU|MONDO:0019436	psoriasis-related juvenile idiopathic arthritis	True	psoriatic arthritis		False
UNII:FU77B4U5Z0	MONDO:0019436	USTEKINUMAB  [USTEKINUMAB BIOSIMILAR 1]	Ustekinumab	UNII:FU77B4U5Z0|MONDO:0019436	psoriasis-related juvenile idiopathic arthritis	True	psoriatic arthritis		False
CHEBI:52172	MONDO:0006115	NILOTINIB	Nilotinib	CHEBI:52172|MONDO:0006115	blast phase chronic myelogenous leukemia, BCR-A...	True	chronic myelogenous leukemia, BCR-ABL1 positive		False
CHEBI:52172	MONDO:0010809	NILOTINIB	Nilotinib	CHEBI:52172|MONDO:0010809	familial chronic myelocytic leukemia-like syndrome	True	chronic myelogenous leukemia, BCR-ABL1 positive		False
CHEBI:52172	MONDO:0021367	NILOTINIB	Nilotinib	CHEBI:52172|MONDO:0021367	leukemia, myeloid, accelerated-phase	True	chronic myelogenous leukemia, BCR-ABL1 positive		False
UNII:4FR53SIF3A	MONDO:0006115	BLINATUMOMAB	Blinatumomab	UNII:4FR53SIF3A|MONDO:0006115	blast phase chronic myelogenous leukemia, BCR-A...	True	chronic myelogenous leukemia, BCR-ABL1 positive		False
UNII:4FR53SIF3A	MONDO:0010809	BLINATUMOMAB	Blinatumomab	UNII:4FR53SIF3A|MONDO:0010809	familial chronic myelocytic leukemia-like syndrome	True	chronic myelogenous leukemia, BCR-ABL1 positive		False
UNII:4FR53SIF3A	MONDO:0021367	BLINATUMOMAB	Blinatumomab	UNII:4FR53SIF3A|MONDO:0021367	leukemia, myeloid, accelerated-phase	True	chronic myelogenous leukemia, BCR-ABL1 positive		False
UNII:O880NM097T	MONDO:0015943	AVACOPAN	Avacopan	UNII:O880NM097T|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	True	granulomatosis with polyangiitis		False
UNII:4F4X42SYQ6	MONDO:0015943	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	True	granulomatosis with polyangiitis		False
UNII:4F4X42SYQ6	MONDO:0015943	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	True	granulomatosis with polyangiitis		False
UNII:4F4X42SYQ6	MONDO:0015943	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	True	granulomatosis with polyangiitis		False
UNII:4F4X42SYQ6	MONDO:0015943	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	True	granulomatosis with polyangiitis		False
UNII:4F4X42SYQ6	MONDO:0015943	RITUXIMAB	Rituximab	UNII:4F4X42SYQ6|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	True	granulomatosis with polyangiitis		False
CHEBI:16796	MONDO:0010808	MELATONIN	Melatonin	CHEBI:16796|MONDO:0010808	fatal familial insomnia	True	insomnia		False
CHEBI:72305	MONDO:0019802	TEDUGLUTIDE 	Teduglutide	CHEBI:72305|MONDO:0019802	secondary short bowel syndrome	True	short bowel syndrome		False
UNII:2S9ZZM9Q9V	MONDO:0006386	BEVACIZUMAB	Bevacizumab	UNII:2S9ZZM9Q9V|MONDO:0006386	primary peritoneal serous adenocarcinoma	True	primary peritoneal carcinoma		False
UNII:2S9ZZM9Q9V	MONDO:0018368	BEVACIZUMAB	Bevacizumab	UNII:2S9ZZM9Q9V|MONDO:0018368	primary peritoneal serous/papillary carcinoma	True	primary peritoneal carcinoma-->primary peritoneal serous adenocarcinoma		False
CHEBI:134689	MONDO:0006386	RUCAPARIB	Rucaparib	CHEBI:134689|MONDO:0006386	primary peritoneal serous adenocarcinoma	True	primary peritoneal carcinoma		False
CHEBI:134689	MONDO:0018368	RUCAPARIB	Rucaparib	CHEBI:134689|MONDO:0018368	primary peritoneal serous/papillary carcinoma	True	primary peritoneal carcinoma-->primary peritoneal serous adenocarcinoma		False
DRUGBANK:DB00083	MONDO:0008368	N/A FOR THIS COMBINATION DRUG	Botulinum toxin type A	DRUGBANK:DB00083|MONDO:0008368	autosomal dominant distal renal tubular acidosis	True	distal renal tubular acidosis		False
DRUGBANK:DB00083	MONDO:0012700	N/A FOR THIS COMBINATION DRUG	Botulinum toxin type A	DRUGBANK:DB00083|MONDO:0012700	renal tubular acidosis, distal, 4, with hemolyt...	True	distal renal tubular acidosis		False
DRUGBANK:DB00083	MONDO:0018440	N/A FOR THIS COMBINATION DRUG	Botulinum toxin type A	DRUGBANK:DB00083|MONDO:0018440	autosomal recessive distal renal tubular acidosis	True	distal renal tubular acidosis		False
DRUGBANK:DB00083	MONDO:0009968	N/A FOR THIS COMBINATION DRUG	Botulinum toxin type A	DRUGBANK:DB00083|MONDO:0009968	renal tubular acidosis, distal, 2, with progres...	True	distal renal tubular acidosis-->autosomal recessive distal renal tubular acidosis		False
DRUGBANK:DB00083	MONDO:0011268	N/A FOR THIS COMBINATION DRUG	Botulinum toxin type A	DRUGBANK:DB00083|MONDO:0011268	renal tubular acidosis, distal, 3, with or with...	True	distal renal tubular acidosis-->autosomal recessive distal renal tubular acidosis		False
CHEBI:26710	MONDO:0008368	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	Sodium chloride	CHEBI:26710|MONDO:0008368	autosomal dominant distal renal tubular acidosis	True	distal renal tubular acidosis		False
CHEBI:26710	MONDO:0012700	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	Sodium chloride	CHEBI:26710|MONDO:0012700	renal tubular acidosis, distal, 4, with hemolyt...	True	distal renal tubular acidosis		False
CHEBI:26710	MONDO:0018440	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	Sodium chloride	CHEBI:26710|MONDO:0018440	autosomal recessive distal renal tubular acidosis	True	distal renal tubular acidosis		False
