disease IDs	disease ID labels	list of diseases	active ingredients in therapy	drug ID	drug ID Label	drug|disease	inferred_from_mondo
DRUGBANK:DB00083|MONDO:0000212	hypercalcemia, infantile	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0000212	N/A FOR THIS COMBINATION DRUG	hypercalcemia disease	True
DRUGBANK:DB00083|MONDO:0014851	hypercalcemia, infantile, 2	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0014851	N/A FOR THIS COMBINATION DRUG	hypercalcemia disease-->hypercalcemia, infantile	True
DRUGBANK:DB00083|MONDO:0020739	hypercalcemia, infantile, 1	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0020739	N/A FOR THIS COMBINATION DRUG	hypercalcemia disease-->hypercalcemia, infantile	True
DRUGBANK:DB00083|MONDO:0018458	familial hypocalciuric hypercalcemia	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0018458	N/A FOR THIS COMBINATION DRUG	hypercalcemia disease	True
DRUGBANK:DB00083|MONDO:0007791	familial hypocalciuric hypercalcemia 1	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0007791	N/A FOR THIS COMBINATION DRUG	hypercalcemia disease-->familial hypocalciuric hypercalcemia	True
DRUGBANK:DB00083|MONDO:0007792	familial hypocalciuric hypercalcemia 2	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0007792	N/A FOR THIS COMBINATION DRUG	hypercalcemia disease-->familial hypocalciuric hypercalcemia	True
DRUGBANK:DB00083|MONDO:0010926	familial hypocalciuric hypercalcemia 3	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0010926	N/A FOR THIS COMBINATION DRUG	hypercalcemia disease-->familial hypocalciuric hypercalcemia	True
DRUGBANK:DB00083|MONDO:0043455	humoral hypercalcemia of malignancy	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0043455	N/A FOR THIS COMBINATION DRUG	hypercalcemia disease	True
DRUGBANK:DB18714|MONDO:0100286	respiratory syncytial virus bronchiolitis	Recombinant stabilized RSV B prefusion F antigen	DRUGBANK:DB18714	MONDO:0100286	RECOMBINANT RESPIRATORY SYNCYTIAL VIRUS PREF3 ANTIGEN	respiratory syncytial virus infectious disease	True
DRUGBANK:DB18714|MONDO:0100286	respiratory syncytial virus bronchiolitis	Recombinant stabilized RSV B prefusion F antigen	DRUGBANK:DB18714	MONDO:0100286	RECOMBINANT RESPIRATORY SYNCYTIAL VIRUS PREF3 ANTIGEN	respiratory syncytial virus infectious disease	True
CHEBI:63916|MONDO:0009935	pulmonary hypertension, primary, autosomal rece...	Iloprost	CHEBI:63916	MONDO:0009935	ILOPROST	primary pulmonary hypertension	True
UNII:15C2VL427D|MONDO:0041093	central retinal vein occlusion with macular edema	Aflibercept	UNII:15C2VL427D	MONDO:0041093	AFLIBERCEPT	central retinal vein occlusion	True
RXCUI:374806|MONDO:0001853	contact blepharoconjunctivitis	bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment	RXCUI:374806	MONDO:0001853	{'NEOMYCIN', 'POLYMYXIN B', 'BACITRACIN'}	blepharoconjunctivitis	True
RXCUI:374806|MONDO:0002306	angular blepharoconjunctivitis	bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment	RXCUI:374806	MONDO:0002306	{'NEOMYCIN', 'POLYMYXIN B', 'BACITRACIN'}	blepharoconjunctivitis	True
RXCUI:374806|MONDO:0002308	giant papillary conjunctivitis	bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment	RXCUI:374806	MONDO:0002308	{'NEOMYCIN', 'POLYMYXIN B', 'BACITRACIN'}	blepharoconjunctivitis	True
CHEBI:9763|MONDO:0002343	splenic hemangioma	Trovafloxacin	CHEBI:9763	MONDO:0002343	{'TROVAFLOXACIN'}	intra-abdominal hemangioma	True
CHEBI:9763|MONDO:0023650	littoral cell angioma of the spleen	Trovafloxacin	CHEBI:9763	MONDO:0023650	{'TROVAFLOXACIN'}	intra-abdominal hemangioma-->splenic hemangioma	True
CHEBI:9763|MONDO:0002404	liver hemangioma	Trovafloxacin	CHEBI:9763	MONDO:0002404	{'TROVAFLOXACIN'}	intra-abdominal hemangioma	True
CHEBI:9763|MONDO:0006267	liver cavernous hemangioma	Trovafloxacin	CHEBI:9763	MONDO:0006267	{'TROVAFLOXACIN'}	intra-abdominal hemangioma-->liver hemangioma	True
CHEBI:9763|MONDO:0002414	gastric hemangioma	Trovafloxacin	CHEBI:9763	MONDO:0002414	{'TROVAFLOXACIN'}	intra-abdominal hemangioma	True
CHEBI:116278|MONDO:0001404	ecthyma	Lomefloxacin	CHEBI:116278	MONDO:0001404	{'LOMEFLOXACIN'}	impetigo	True
CHEBI:116278|MONDO:0004591	impetigo herpetiformis	Lomefloxacin	CHEBI:116278	MONDO:0004591	{'LOMEFLOXACIN'}	impetigo	True
CHEBI:116278|MONDO:0001537	tuberculous epididymitis	Lomefloxacin	CHEBI:116278	MONDO:0001537	{'LOMEFLOXACIN'}	epididymitis	True
CHEBI:116278|MONDO:0004778	epididymo-orchitis	Lomefloxacin	CHEBI:116278	MONDO:0004778	{'LOMEFLOXACIN'}	epididymitis	True
CHEBI:116278|MONDO:0021158	gonococcal epididymo-orchitis	Lomefloxacin	CHEBI:116278	MONDO:0021158	{'LOMEFLOXACIN'}	epididymitis-->epididymo-orchitis	True
CHEBI:116278|MONDO:0001125	acute gonococcal epididymo-orchitis	Lomefloxacin	CHEBI:116278	MONDO:0001125	{'LOMEFLOXACIN'}	epididymitis-->epididymo-orchitis-->gonococcal epididymo-orchitis	True
UNII:2P471X1Z11|MONDO:0025556	isocyanate induced asthma	Omalizumab	UNII:2P471X1Z11	MONDO:0025556	OMALIZUMAB	allergic asthma	True
UNII:4F4X42SYQ6|MONDO:0003864	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0003864	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0004152	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004152	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0004478	pregerminal center chronic lymphocytic leukemia...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004478	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0018935	hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0018935	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0001607	intrapelvic lymph node leukemic reticuloendothe...	Rituximab	UNII:4F4X42SYQ6	MONDO:0001607	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004104	splenic manifestation of hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004104	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004110	refractory hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004110	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0017600	hairy cell leukemia variant	Rituximab	UNII:4F4X42SYQ6	MONDO:0017600	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0003864	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0003864	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0004152	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004152	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0004478	pregerminal center chronic lymphocytic leukemia...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004478	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0018935	hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0018935	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0001607	intrapelvic lymph node leukemic reticuloendothe...	Rituximab	UNII:4F4X42SYQ6	MONDO:0001607	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004104	splenic manifestation of hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004104	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004110	refractory hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004110	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0017600	hairy cell leukemia variant	Rituximab	UNII:4F4X42SYQ6	MONDO:0017600	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0003864	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0003864	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0004152	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004152	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0004478	pregerminal center chronic lymphocytic leukemia...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004478	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0018935	hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0018935	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0001607	intrapelvic lymph node leukemic reticuloendothe...	Rituximab	UNII:4F4X42SYQ6	MONDO:0001607	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004104	splenic manifestation of hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004104	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004110	refractory hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004110	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0017600	hairy cell leukemia variant	Rituximab	UNII:4F4X42SYQ6	MONDO:0017600	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0003864	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0003864	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0004152	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004152	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0004478	pregerminal center chronic lymphocytic leukemia...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004478	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0018935	hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0018935	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0001607	intrapelvic lymph node leukemic reticuloendothe...	Rituximab	UNII:4F4X42SYQ6	MONDO:0001607	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004104	splenic manifestation of hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004104	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004110	refractory hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004110	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0017600	hairy cell leukemia variant	Rituximab	UNII:4F4X42SYQ6	MONDO:0017600	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0003864	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0003864	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0004152	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004152	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0004478	pregerminal center chronic lymphocytic leukemia...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004478	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0018935	hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0018935	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0001607	intrapelvic lymph node leukemic reticuloendothe...	Rituximab	UNII:4F4X42SYQ6	MONDO:0001607	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004104	splenic manifestation of hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004104	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004110	refractory hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004110	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0017600	hairy cell leukemia variant	Rituximab	UNII:4F4X42SYQ6	MONDO:0017600	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0003864	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0003864	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0004152	chronic lymphocytic leukemia/small lymphocytic ...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004152	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0004478	pregerminal center chronic lymphocytic leukemia...	Rituximab	UNII:4F4X42SYQ6	MONDO:0004478	RITUXIMAB	B-cell chronic lymphocytic leukemia-->chronic lymphocytic leukemia/small lymphocytic ...	True
UNII:4F4X42SYQ6|MONDO:0018935	hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0018935	RITUXIMAB	B-cell chronic lymphocytic leukemia	True
UNII:4F4X42SYQ6|MONDO:0001607	intrapelvic lymph node leukemic reticuloendothe...	Rituximab	UNII:4F4X42SYQ6	MONDO:0001607	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004104	splenic manifestation of hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004104	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0004110	refractory hairy cell leukemia	Rituximab	UNII:4F4X42SYQ6	MONDO:0004110	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
UNII:4F4X42SYQ6|MONDO:0017600	hairy cell leukemia variant	Rituximab	UNII:4F4X42SYQ6	MONDO:0017600	RITUXIMAB	B-cell chronic lymphocytic leukemia-->hairy cell leukemia	True
CHEBI:5818|MONDO:0001290	allergic cutaneous vasculitis	Hydroxyzine	CHEBI:5818	MONDO:0001290	{'HYDROXYZINE'}	atopic eczema	True
CHEBI:5818|MONDO:0006525	allergic contact dermatitis	Hydroxyzine	CHEBI:5818	MONDO:0006525	{'HYDROXYZINE'}	atopic eczema	True
CHEBI:5818|MONDO:0002138	allergic contact dermatitis of eyelid	Hydroxyzine	CHEBI:5818	MONDO:0002138	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0006596	photoallergic dermatitis	Hydroxyzine	CHEBI:5818	MONDO:0006596	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0006616	toxicodendron dermatitis	Hydroxyzine	CHEBI:5818	MONDO:0006616	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0022323	2-hydroxyethyl methacrylate sensitization	Hydroxyzine	CHEBI:5818	MONDO:0022323	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0006526	allergic urticaria	Hydroxyzine	CHEBI:5818	MONDO:0006526	{'HYDROXYZINE'}	atopic eczema	True
CHEBI:5818|MONDO:0019013	non-histaminic angioedema	Hydroxyzine	CHEBI:5818	MONDO:0019013	{'HYDROXYZINE'}	atopic eczema-->allergic urticaria	True
CHEBI:95341|MONDO:0001290	allergic cutaneous vasculitis	Baricitinib	CHEBI:95341	MONDO:0001290	BARICITINIB	atopic eczema	True
CHEBI:95341|MONDO:0006525	allergic contact dermatitis	Baricitinib	CHEBI:95341	MONDO:0006525	BARICITINIB	atopic eczema	True
CHEBI:95341|MONDO:0002138	allergic contact dermatitis of eyelid	Baricitinib	CHEBI:95341	MONDO:0002138	BARICITINIB	atopic eczema-->allergic contact dermatitis	True
CHEBI:95341|MONDO:0006596	photoallergic dermatitis	Baricitinib	CHEBI:95341	MONDO:0006596	BARICITINIB	atopic eczema-->allergic contact dermatitis	True
CHEBI:95341|MONDO:0006616	toxicodendron dermatitis	Baricitinib	CHEBI:95341	MONDO:0006616	BARICITINIB	atopic eczema-->allergic contact dermatitis	True
CHEBI:95341|MONDO:0022323	2-hydroxyethyl methacrylate sensitization	Baricitinib	CHEBI:95341	MONDO:0022323	BARICITINIB	atopic eczema-->allergic contact dermatitis	True
CHEBI:95341|MONDO:0006526	allergic urticaria	Baricitinib	CHEBI:95341	MONDO:0006526	BARICITINIB	atopic eczema	True
CHEBI:95341|MONDO:0019013	non-histaminic angioedema	Baricitinib	CHEBI:95341	MONDO:0019013	BARICITINIB	atopic eczema-->allergic urticaria	True
UNII:GK1LYB375A|MONDO:0001290	allergic cutaneous vasculitis	Tralokinumab	UNII:GK1LYB375A	MONDO:0001290	TRALOKINUMAB 	atopic eczema	True
UNII:GK1LYB375A|MONDO:0006525	allergic contact dermatitis	Tralokinumab	UNII:GK1LYB375A	MONDO:0006525	TRALOKINUMAB 	atopic eczema	True
UNII:GK1LYB375A|MONDO:0002138	allergic contact dermatitis of eyelid	Tralokinumab	UNII:GK1LYB375A	MONDO:0002138	TRALOKINUMAB 	atopic eczema-->allergic contact dermatitis	True
UNII:GK1LYB375A|MONDO:0006596	photoallergic dermatitis	Tralokinumab	UNII:GK1LYB375A	MONDO:0006596	TRALOKINUMAB 	atopic eczema-->allergic contact dermatitis	True
UNII:GK1LYB375A|MONDO:0006616	toxicodendron dermatitis	Tralokinumab	UNII:GK1LYB375A	MONDO:0006616	TRALOKINUMAB 	atopic eczema-->allergic contact dermatitis	True
UNII:GK1LYB375A|MONDO:0022323	2-hydroxyethyl methacrylate sensitization	Tralokinumab	UNII:GK1LYB375A	MONDO:0022323	TRALOKINUMAB 	atopic eczema-->allergic contact dermatitis	True
UNII:GK1LYB375A|MONDO:0006526	allergic urticaria	Tralokinumab	UNII:GK1LYB375A	MONDO:0006526	TRALOKINUMAB 	atopic eczema	True
UNII:GK1LYB375A|MONDO:0019013	non-histaminic angioedema	Tralokinumab	UNII:GK1LYB375A	MONDO:0019013	TRALOKINUMAB 	atopic eczema-->allergic urticaria	True
UNII:4RA0KN46E0|MONDO:0001290	allergic cutaneous vasculitis	Upadacitinib	UNII:4RA0KN46E0	MONDO:0001290	UPADACITINIB HYDRATE	atopic eczema	True
UNII:4RA0KN46E0|MONDO:0006525	allergic contact dermatitis	Upadacitinib	UNII:4RA0KN46E0	MONDO:0006525	UPADACITINIB HYDRATE	atopic eczema	True
UNII:4RA0KN46E0|MONDO:0002138	allergic contact dermatitis of eyelid	Upadacitinib	UNII:4RA0KN46E0	MONDO:0002138	UPADACITINIB HYDRATE	atopic eczema-->allergic contact dermatitis	True
UNII:4RA0KN46E0|MONDO:0006596	photoallergic dermatitis	Upadacitinib	UNII:4RA0KN46E0	MONDO:0006596	UPADACITINIB HYDRATE	atopic eczema-->allergic contact dermatitis	True
UNII:4RA0KN46E0|MONDO:0006616	toxicodendron dermatitis	Upadacitinib	UNII:4RA0KN46E0	MONDO:0006616	UPADACITINIB HYDRATE	atopic eczema-->allergic contact dermatitis	True
UNII:4RA0KN46E0|MONDO:0022323	2-hydroxyethyl methacrylate sensitization	Upadacitinib	UNII:4RA0KN46E0	MONDO:0022323	UPADACITINIB HYDRATE	atopic eczema-->allergic contact dermatitis	True
UNII:4RA0KN46E0|MONDO:0006526	allergic urticaria	Upadacitinib	UNII:4RA0KN46E0	MONDO:0006526	UPADACITINIB HYDRATE	atopic eczema	True
UNII:4RA0KN46E0|MONDO:0019013	non-histaminic angioedema	Upadacitinib	UNII:4RA0KN46E0	MONDO:0019013	UPADACITINIB HYDRATE	atopic eczema-->allergic urticaria	True
UNII:U9JLP7V031|MONDO:0001290	allergic cutaneous vasculitis	Lebrikizumab	UNII:U9JLP7V031	MONDO:0001290	LEBRIKIZUMAB	atopic eczema	True
UNII:U9JLP7V031|MONDO:0006525	allergic contact dermatitis	Lebrikizumab	UNII:U9JLP7V031	MONDO:0006525	LEBRIKIZUMAB	atopic eczema	True
UNII:U9JLP7V031|MONDO:0002138	allergic contact dermatitis of eyelid	Lebrikizumab	UNII:U9JLP7V031	MONDO:0002138	LEBRIKIZUMAB	atopic eczema-->allergic contact dermatitis	True
UNII:U9JLP7V031|MONDO:0006596	photoallergic dermatitis	Lebrikizumab	UNII:U9JLP7V031	MONDO:0006596	LEBRIKIZUMAB	atopic eczema-->allergic contact dermatitis	True
UNII:U9JLP7V031|MONDO:0006616	toxicodendron dermatitis	Lebrikizumab	UNII:U9JLP7V031	MONDO:0006616	LEBRIKIZUMAB	atopic eczema-->allergic contact dermatitis	True
UNII:U9JLP7V031|MONDO:0022323	2-hydroxyethyl methacrylate sensitization	Lebrikizumab	UNII:U9JLP7V031	MONDO:0022323	LEBRIKIZUMAB	atopic eczema-->allergic contact dermatitis	True
UNII:U9JLP7V031|MONDO:0006526	allergic urticaria	Lebrikizumab	UNII:U9JLP7V031	MONDO:0006526	LEBRIKIZUMAB	atopic eczema	True
UNII:U9JLP7V031|MONDO:0019013	non-histaminic angioedema	Lebrikizumab	UNII:U9JLP7V031	MONDO:0019013	LEBRIKIZUMAB	atopic eczema-->allergic urticaria	True
UNII:GN465U8B72|MONDO:0001290	allergic cutaneous vasculitis	Nemolizumab	UNII:GN465U8B72	MONDO:0001290	NEMOLIZUMAB 	atopic eczema	True
UNII:GN465U8B72|MONDO:0006525	allergic contact dermatitis	Nemolizumab	UNII:GN465U8B72	MONDO:0006525	NEMOLIZUMAB 	atopic eczema	True
UNII:GN465U8B72|MONDO:0002138	allergic contact dermatitis of eyelid	Nemolizumab	UNII:GN465U8B72	MONDO:0002138	NEMOLIZUMAB 	atopic eczema-->allergic contact dermatitis	True
UNII:GN465U8B72|MONDO:0006596	photoallergic dermatitis	Nemolizumab	UNII:GN465U8B72	MONDO:0006596	NEMOLIZUMAB 	atopic eczema-->allergic contact dermatitis	True
UNII:GN465U8B72|MONDO:0006616	toxicodendron dermatitis	Nemolizumab	UNII:GN465U8B72	MONDO:0006616	NEMOLIZUMAB 	atopic eczema-->allergic contact dermatitis	True
UNII:GN465U8B72|MONDO:0022323	2-hydroxyethyl methacrylate sensitization	Nemolizumab	UNII:GN465U8B72	MONDO:0022323	NEMOLIZUMAB 	atopic eczema-->allergic contact dermatitis	True
UNII:GN465U8B72|MONDO:0006526	allergic urticaria	Nemolizumab	UNII:GN465U8B72	MONDO:0006526	NEMOLIZUMAB 	atopic eczema	True
UNII:GN465U8B72|MONDO:0019013	non-histaminic angioedema	Nemolizumab	UNII:GN465U8B72	MONDO:0019013	NEMOLIZUMAB 	atopic eczema-->allergic urticaria	True
CHEBI:5818|MONDO:0001290	allergic cutaneous vasculitis	Hydroxyzine	CHEBI:5818	MONDO:0001290	{'HYDROXYZINE'}	atopic eczema	True
CHEBI:5818|MONDO:0006525	allergic contact dermatitis	Hydroxyzine	CHEBI:5818	MONDO:0006525	{'HYDROXYZINE'}	atopic eczema	True
CHEBI:5818|MONDO:0002138	allergic contact dermatitis of eyelid	Hydroxyzine	CHEBI:5818	MONDO:0002138	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0006596	photoallergic dermatitis	Hydroxyzine	CHEBI:5818	MONDO:0006596	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0006616	toxicodendron dermatitis	Hydroxyzine	CHEBI:5818	MONDO:0006616	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0022323	2-hydroxyethyl methacrylate sensitization	Hydroxyzine	CHEBI:5818	MONDO:0022323	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0006526	allergic urticaria	Hydroxyzine	CHEBI:5818	MONDO:0006526	{'HYDROXYZINE'}	atopic eczema	True
CHEBI:5818|MONDO:0019013	non-histaminic angioedema	Hydroxyzine	CHEBI:5818	MONDO:0019013	{'HYDROXYZINE'}	atopic eczema-->allergic urticaria	True
UNII:GN465U8B72|MONDO:0001290	allergic cutaneous vasculitis	Nemolizumab	UNII:GN465U8B72	MONDO:0001290	NEMOLIZUMAB 	atopic eczema	True
UNII:GN465U8B72|MONDO:0006525	allergic contact dermatitis	Nemolizumab	UNII:GN465U8B72	MONDO:0006525	NEMOLIZUMAB 	atopic eczema	True
UNII:GN465U8B72|MONDO:0002138	allergic contact dermatitis of eyelid	Nemolizumab	UNII:GN465U8B72	MONDO:0002138	NEMOLIZUMAB 	atopic eczema-->allergic contact dermatitis	True
UNII:GN465U8B72|MONDO:0006596	photoallergic dermatitis	Nemolizumab	UNII:GN465U8B72	MONDO:0006596	NEMOLIZUMAB 	atopic eczema-->allergic contact dermatitis	True
UNII:GN465U8B72|MONDO:0006616	toxicodendron dermatitis	Nemolizumab	UNII:GN465U8B72	MONDO:0006616	NEMOLIZUMAB 	atopic eczema-->allergic contact dermatitis	True
UNII:GN465U8B72|MONDO:0022323	2-hydroxyethyl methacrylate sensitization	Nemolizumab	UNII:GN465U8B72	MONDO:0022323	NEMOLIZUMAB 	atopic eczema-->allergic contact dermatitis	True
