disease IDs	disease ID labels	list of diseases	active ingredients in therapy	drug ID	drug ID Label	drug|disease
MONDO:0005298	osteoporosis	OSTEOPOROSIS	ZOLEDRONIC ACID HYDRATE	CHEBI:46557	Zoledronic acid	MONDO:0005298|CHEBI:46557
MONDO:0005299	brain ischemia	ISCHEMIC CEREBROVASCULAR DISEASE	PRASUGREL HYDROCHLORIDE	CHEBI:87715	Prasugrel	MONDO:0005299|CHEBI:87715
MONDO:0005300	chronic kidney disease	ANAEMIA ASSOCIATED WITH CHRONIC KIDNEY DISEASE (CKD)	METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA	UNII:LR3UXN0193	Methoxy polyethylene glycol-epoetin beta	MONDO:0005300|UNII:LR3UXN0193
MONDO:0005300	chronic kidney disease	ANAEMIA ASSOCIATED WITH CHRONIC KIDNEY DISEASE (CKD)	ROXADUSTAT	CHEBI:132774	Roxadustat	MONDO:0005300|CHEBI:132774
MONDO:0005300	chronic kidney disease	ANEMIA (ASSOCIATED WITH CHRONIC KIDNEY DISEASE)	VADADUSTAT	UNII:I60W9520VV	Vadadustat	MONDO:0005300|UNII:I60W9520VV
MONDO:0005300	chronic kidney disease	CHRONIC KIDNEY DISEASE	CANAGLIFLOZIN HYDRATE	UNII:B2L6AES9XQ	CANAGLIFLOZIN	MONDO:0005300|UNII:B2L6AES9XQ
MONDO:0005300	chronic kidney disease	CHRONIC KIDNEY DISEASE	DAPAGLIFLOZIN	CHEBI:85078	Dapagliflozin	MONDO:0005300|CHEBI:85078
MONDO:0005300	chronic kidney disease	CHRONIC KIDNEY DISEASE	DAPAGLIFLOZIN	CHEBI:85078	Dapagliflozin	MONDO:0005300|CHEBI:85078
MONDO:0005300	chronic kidney disease	CHRONIC KIDNEY DISEASE	DAPAGLIFLOZIN	CHEBI:85078	Dapagliflozin	MONDO:0005300|CHEBI:85078
MONDO:0005300	chronic kidney disease	CHRONIC KIDNEY DISEASE	EMPAGLIFLOZIN	CHEBI:82720	Empagliflozin	MONDO:0005300|CHEBI:82720
MONDO:0005300	chronic kidney disease	CHRONIC KIDNEY DISEASE	FINERENONE	UNII:DE2O63YV8R	Finerenone	MONDO:0005300|UNII:DE2O63YV8R
MONDO:0005300	chronic kidney disease	CHRONIC KIDNEY DISEASE (CKD)	DAPAGLIFLOZIN PROPYLENE GLYCOLATE HYDRATE	PUBCHEM.COMPOUND:24936221	Dapagliflozin propylene glycolate hydrate	MONDO:0005300|PUBCHEM.COMPOUND:24936221
MONDO:0005300	chronic kidney disease	CHRONIC KIDNEY DISEASE (CKD)	FERUMOXYTOL	CHEBI:46726	Ferumoxytol	MONDO:0005300|CHEBI:46726
MONDO:0005300	chronic kidney disease	CHRONIC RENAL INSUFFICIENCY	SOMATROPIN	UNII:NQX9KB6PCL	Somatotropin	MONDO:0005300|UNII:NQX9KB6PCL
MONDO:0005300	chronic kidney disease	CHRONIC RENAL INSUFFICIENCY	SOMATROPIN 	UNII:NQX9KB6PCL	Somatotropin	MONDO:0005300|UNII:NQX9KB6PCL
MONDO:0005300	chronic kidney disease	PRURITUS ASSOCIATED WITH CHRONIC KIDNEY DISEASE (CKD)	DIFELIKEFALIN	UNII:0P70AR5BYB	Difelikefalin Acetate	MONDO:0005300|UNII:0P70AR5BYB
MONDO:0005301	multiple sclerosis	CLINICALLY DEFINITE MULTIPLE SCLEROSIS	INTERFERON BETA-1B	CHEBI:5938	Interferon beta-1b	MONDO:0005301|CHEBI:5938
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	BACLOFEN	CHEBI:187893	Baclofen	MONDO:0005301|CHEBI:187893
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	DIMETHYL FUMARATE	CHEBI:76004	Dimethyl fumarate	MONDO:0005301|CHEBI:76004
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	FINGOLIMOD HYDROCHLORIDE	CHEBI:63112	fingolimod hydrochloride	MONDO:0005301|CHEBI:63112
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	GLATIRAMER ACETATE	PUBCHEM.COMPOUND:65370	Glatiramer	MONDO:0005301|PUBCHEM.COMPOUND:65370
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	INTERFERON BETA-1A	UNII:XRO4566Q4R	INTERFERON BETA	MONDO:0005301|UNII:XRO4566Q4R
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	INTERFERON BETA-1A 	UNII:XRO4566Q4R	INTERFERON BETA	MONDO:0005301|UNII:XRO4566Q4R
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	INTERFERON BETA-1B	CHEBI:5938	Interferon beta-1b	MONDO:0005301|CHEBI:5938
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	MONDO:0005301|CHEBI:55340
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	MONDO:0005301|CHEBI:55340
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	MONDO:0005301|CHEBI:55340
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	NATALIZUMAB 	UNII:3JB47N2Q2P	Natalizumab	MONDO:0005301|UNII:3JB47N2Q2P
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS	OZANIMOD	PUBCHEM.COMPOUND:25110515	Ozanimod	MONDO:0005301|PUBCHEM.COMPOUND:25110515
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (ACUTE EXACERBATION)	METHYLPREDNISOLONE SODIUM SUCCINATE	CHEBI:6888	Methylprednisolone	MONDO:0005301|CHEBI:6888
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (MS)	CLADRIBINE	CHEBI:567361	Cladribine	MONDO:0005301|CHEBI:567361
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (MS)	EPINEPHRINE	CHEBI:28918	Epinephrine	MONDO:0005301|CHEBI:28918
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (MS)	FAMPRIDINE	CHEBI:34385	Dalfampridine	MONDO:0005301|CHEBI:34385
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (MS)	FAMPRIDINE	CHEBI:34385	Dalfampridine	MONDO:0005301|CHEBI:34385
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (MS)	FINGOLIMOD	CHEBI:63112	fingolimod hydrochloride	MONDO:0005301|CHEBI:63112
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (MS)	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	MONDO:0005301|CHEBI:55340
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (MS)	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	MONDO:0005301|CHEBI:55340
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (MS)	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	MONDO:0005301|CHEBI:55340
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (PPMS)	OCRELIZUMAB	UNII:A10SJL62JY	Ocrelizumab	MONDO:0005301|UNII:A10SJL62JY
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (RMS)	OCRELIZUMAB	UNII:A10SJL62JY	Ocrelizumab	MONDO:0005301|UNII:A10SJL62JY
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (RMS)	PONESIMOD	PUBCHEM.COMPOUND:11363176	ponesimod	MONDO:0005301|PUBCHEM.COMPOUND:11363176
MONDO:0005301	multiple sclerosis	MULTIPLE SCLEROSIS (RMS)	UBLITUXIMAB	UNII:U59UGK3IPC	Ublituximab	MONDO:0005301|UNII:U59UGK3IPC
MONDO:0005301	multiple sclerosis	NEUROPATHIC PAIN ASSOCIATED WITH MULTIPLE SCLEROSIS	MIROGABALIN BESILATE	UNII:S7LK2KDM5U	Mirogabalin	MONDO:0005301|UNII:S7LK2KDM5U
MONDO:0005301	multiple sclerosis	NEUROPATHIC PAIN ASSOCIATED WITH MULTIPLE SCLEROSIS	PREGABALIN	CHEBI:64356	Pregabalin	MONDO:0005301|CHEBI:64356
MONDO:0005301	multiple sclerosis	NEUROPATHIC PAIN ASSOCIATED WITH MULTIPLE SCLEROSIS	PREGABALIN	CHEBI:64356	Pregabalin	MONDO:0005301|CHEBI:64356
MONDO:0005302	attention deficit hyperactivity disorder, inattentive type	ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD)	GUANFACINE	CHEBI:5558	Guanfacine	MONDO:0005302|CHEBI:5558
MONDO:0005302	attention deficit hyperactivity disorder, inattentive type	ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD)	GUANFACINE HYDROCHLORIDE	CHEBI:5558	Guanfacine	MONDO:0005302|CHEBI:5558
MONDO:0005302	attention deficit hyperactivity disorder, inattentive type	ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD)	LISDEXAMFETAMINE MESILATE	CHEBI:135925	Lisdexamfetamine	MONDO:0005302|CHEBI:135925
MONDO:0005302	attention deficit hyperactivity disorder, inattentive type	ATTENTION DEFICIT/HYPERACTIVITY DISORDER (AD/HD)	METHYLPHENIDATE HYDROCHLORIDE	CHEBI:6887	Methylphenidate	MONDO:0005302|CHEBI:6887
MONDO:0005302	attention deficit hyperactivity disorder, inattentive type	ATTENTION-DEFICIT/HYPERACTIVITY DISORDER (AD/HD)	ATOMOXETINE HYDROCHLORIDE	CHEBI:127342	Atomoxetine	MONDO:0005302|CHEBI:127342
MONDO:0005302	attention deficit hyperactivity disorder, inattentive type	ATTENTION-DEFICIT/HYPERACTIVITY DISORDER (AD/HD)	ATOMOXETINE HYDROCHLORIDE	CHEBI:127342	Atomoxetine	MONDO:0005302|CHEBI:127342
MONDO:0005302	attention deficit hyperactivity disorder, inattentive type	ATTENTION-DEFICIT/HYPERACTIVITY DISORDER (AD/HD)	GUANFACINE HYDROCHLORIDE	CHEBI:5558	Guanfacine	MONDO:0005302|CHEBI:5558
MONDO:0005302	attention deficit hyperactivity disorder, inattentive type	ATTENTION-DEFICIT/HYPERACTIVITY DISORDER (AD/HD)	METHYLPHENIDATE HYDROCHLORIDE	CHEBI:6887	Methylphenidate	MONDO:0005302|CHEBI:6887
MONDO:0005302	attention deficit hyperactivity disorder, inattentive type	ATTENTION-DEFICIT/HYPERACTIVITY DISORDER (ADHD)	METHYLPHENIDATE HYDROCHLORIDE	CHEBI:6887	Methylphenidate	MONDO:0005302|CHEBI:6887
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	ADALIMUMAB 	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	ADALIMUMAB  [ADALIMUMAB BIOSIMILAR 1]	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	ADALIMUMAB  [ADALIMUMAB BIOSIMILAR 2]	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	ADALIMUMAB  [ADALIMUMAB BIOSIMILAR 3]	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	ADALIMUMAB  [ADALIMUMAB BIOSIMILAR 4]	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	BIMEKIZUMAB 	UNII:09495UIM6V	Bimekizumab	MONDO:0005306|UNII:09495UIM6V
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	BRODALUMAB 	UNII:6ZA31Y954Z	Brodalumab	MONDO:0005306|UNII:6ZA31Y954Z
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	CERTOLIZUMAB PEGOL	UNII:UMD07X179E	CERTOLIZUMAB	MONDO:0005306|UNII:UMD07X179E
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	EPINEPHRINE	CHEBI:28918	Epinephrine	MONDO:0005306|CHEBI:28918
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	ETANERCEPT	CHEBI:4875	Etanercept	MONDO:0005306|CHEBI:4875
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	ETANERCEPT	CHEBI:4875	Etanercept	MONDO:0005306|CHEBI:4875
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	INFLIXIMAB	UNII:B72HH48FLU	Infliximab	MONDO:0005306|UNII:B72HH48FLU
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	INFLIXIMAB	UNII:B72HH48FLU	Infliximab	MONDO:0005306|UNII:B72HH48FLU
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	INFLIXIMAB	UNII:B72HH48FLU	Infliximab	MONDO:0005306|UNII:B72HH48FLU
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	INFLIXIMAB	UNII:B72HH48FLU	Infliximab	MONDO:0005306|UNII:B72HH48FLU
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	INFLIXIMAB	UNII:B72HH48FLU	Infliximab	MONDO:0005306|UNII:B72HH48FLU
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	INFLIXIMAB 	UNII:B72HH48FLU	Infliximab	MONDO:0005306|UNII:B72HH48FLU
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	IXEKIZUMAB 	UNII:BTY153760O	Ixekizumab	MONDO:0005306|UNII:BTY153760O
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	"SECUKINUMAB
"	UNII:DLG4EML025	Secukinumab	MONDO:0005306|UNII:DLG4EML025
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	TOFACITINIB	CHEBI:71197	tofacitinib citrate	MONDO:0005306|CHEBI:71197
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	UPADACITINIB	UNII:4RA0KN46E0	Upadacitinib	MONDO:0005306|UNII:4RA0KN46E0
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS	UPADACITINIB HYDRATE	UNII:4RA0KN46E0	Upadacitinib	MONDO:0005306|UNII:4RA0KN46E0
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS	BIMEKIZUMAB	UNII:09495UIM6V	Bimekizumab	MONDO:0005306|UNII:09495UIM6V
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS	SECUKINUMAB	UNII:DLG4EML025	Secukinumab	MONDO:0005306|UNII:DLG4EML025
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005306|UNII:FYS6T7F842
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ETANERCEPT	CHEBI:4875	Etanercept	MONDO:0005306|CHEBI:4875
MONDO:0005306	ankylosing spondylitis	ANKYLOSING SPONDYLITIS (AS)	ETANERCEPT	CHEBI:4875	Etanercept	MONDO:0005306|CHEBI:4875
MONDO:0005310	atrial flutter	ATRIAL FLUTTER	DOFETILIDE	CHEBI:4681	Dofetilide	MONDO:0005310|CHEBI:4681
MONDO:0005310	atrial flutter	ATRIAL FLUTTER	FLECAINIDE ACETATE	CHEBI:5091	flecainide acetate	MONDO:0005310|CHEBI:5091
MONDO:0005310	atrial flutter	ATRIAL FLUTTER	LANDIOLOL HYDROCHLORIDE	CHEBI:31760	Landiolol hydrochloride	MONDO:0005310|CHEBI:31760
MONDO:0005310	atrial flutter	ATRIAL FLUTTER	LANDIOLOL HYDROCHLORIDE	CHEBI:31760	Landiolol hydrochloride	MONDO:0005310|CHEBI:31760
MONDO:0005310	atrial flutter	ATRIAL FLUTTER	LANDIOLOL HYDROCHLORIDE	CHEBI:31760	Landiolol hydrochloride	MONDO:0005310|CHEBI:31760
MONDO:0005310	atrial flutter	ATRIAL FLUTTER	LANDIOLOL HYDROCHLORIDE	CHEBI:31760	Landiolol hydrochloride	MONDO:0005310|CHEBI:31760
MONDO:0005310	atrial flutter	ATRIAL FLUTTER	VERAPAMIL HYDROCHLORIDE	UNII:V3888OEY5R	VERAPAMIL HYDROCHLORIDE	MONDO:0005310|UNII:V3888OEY5R
MONDO:0005310	atrial flutter	ATRIAL FLUTTER	VERAPAMIL HYDROCHLORIDE	UNII:V3888OEY5R	VERAPAMIL HYDROCHLORIDE	MONDO:0005310|UNII:V3888OEY5R
MONDO:0005311	atherosclerosis	ATHEROSCLEROTIC CARDIOVASCULAR DISEASE	ALIROCUMAB	UNII:PP0SHH6V16	Alirocumab	MONDO:0005311|UNII:PP0SHH6V16
MONDO:0005311	atherosclerosis	ATHEROSCLEROTIC CARDIOVASCULAR DISEASE	EVOLOCUMAB	UNII:LKC0U3A8NJ	Evolocumab	MONDO:0005311|UNII:LKC0U3A8NJ
MONDO:0005312	pouchitis	POUCHITIS	VEDOLIZUMAB	UNII:9RV78Q2002	Vedolizumab	MONDO:0005312|UNII:9RV78Q2002
MONDO:0005314	relapsing-remitting multiple sclerosis	HIGHLY ACTIVE RELAPSING REMITTING MULTIPLE SCLEROSIS	FINGOLIMOD	CHEBI:63112	fingolimod hydrochloride	MONDO:0005314|CHEBI:63112
MONDO:0005314	relapsing-remitting multiple sclerosis	HIGHLY ACTIVE RELAPSING REMITTING MULTIPLE SCLEROSIS	FINGOLIMOD	CHEBI:63112	fingolimod hydrochloride	MONDO:0005314|CHEBI:63112
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING FORMS OF MULTIPLE SCLEROSIS (RMS)	DACLIZUMAB	UNII:CUJ2MVI71Y	Daclizumab	MONDO:0005314|UNII:CUJ2MVI71Y
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING FORMS OF MULTIPLE SCLEROSIS (RMS)	OFATUMUMAB	CHEBI:28887	Ofatumumab	MONDO:0005314|CHEBI:28887
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING MULTIPLE SCLEROSIS (MS)	INTERFERON BETA-1A	UNII:XRO4566Q4R	INTERFERON BETA	MONDO:0005314|UNII:XRO4566Q4R
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS	DIMETHYL FUMARATE	CHEBI:76004	Dimethyl fumarate	MONDO:0005314|CHEBI:76004
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS	DIMETHYL FUMARATE	CHEBI:76004	Dimethyl fumarate	MONDO:0005314|CHEBI:76004
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS	DIMETHYL FUMARATE	CHEBI:76004	Dimethyl fumarate	MONDO:0005314|CHEBI:76004
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS	DIROXIMEL FUMARATE	UNII:K0N0Z40J3W	Diroximel fumarate	MONDO:0005314|UNII:K0N0Z40J3W
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS	NATALIZUMAB	UNII:3JB47N2Q2P	Natalizumab	MONDO:0005314|UNII:3JB47N2Q2P
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS	PEGINTERFERON BETA-1A	UNII:I8309403R0	Peginterferon beta-1a	MONDO:0005314|UNII:I8309403R0
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS (MS)	TERIFLUNOMIDE	CHEBI:68540	Teriflunomide	MONDO:0005314|CHEBI:68540
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS (MS)	TERIFLUNOMIDE	CHEBI:68540	Teriflunomide	MONDO:0005314|CHEBI:68540
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS (MS)	TERIFLUNOMIDE	CHEBI:68540	Teriflunomide	MONDO:0005314|CHEBI:68540
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS (RRMS)	DIMETHYL FUMARATE	CHEBI:76004	Dimethyl fumarate	MONDO:0005314|CHEBI:76004
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS (RRMS)	DIMETHYL FUMARATE	CHEBI:76004	Dimethyl fumarate	MONDO:0005314|CHEBI:76004
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS (RRMS)	DIMETHYL FUMARATE	CHEBI:76004	Dimethyl fumarate	MONDO:0005314|CHEBI:76004
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING REMITTING MULTIPLE SCLEROSIS (RRMS)	NATALIZUMAB	UNII:3JB47N2Q2P	Natalizumab	MONDO:0005314|UNII:3JB47N2Q2P
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING-REMITTING MULTIPLE SCLEROSIS	INTERFERON BETA-1B	CHEBI:5938	Interferon beta-1b	MONDO:0005314|CHEBI:5938
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING-REMITTING MULTIPLE SCLEROSIS	INTERFERON BETA-1B	CHEBI:5938	Interferon beta-1b	MONDO:0005314|CHEBI:5938
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING-REMITTING MULTIPLE SCLEROSIS (RRMS)	ALEMTUZUMAB	UNII:3A189DH42V	Alemtuzumab	MONDO:0005314|UNII:3A189DH42V
MONDO:0005314	relapsing-remitting multiple sclerosis	RELAPSING-REMITTING MULTIPLE SCLEROSIS (RRMS)	OFATUMUMAB 	CHEBI:28887	Ofatumumab	MONDO:0005314|CHEBI:28887
MONDO:0005316	bacterial vaginosis	BACTERIAL VAGINOSIS	METRONIDAZOLE	CHEBI:6909	Metronidazole	MONDO:0005316|CHEBI:6909
MONDO:0005324	seasonal allergic rhinitis	SEASONAL ALLERGIC RHINITIS	DESLORATADINE, PSEUDOEPHEDRINE	RXCUI:1157755	desloratadine / pseudoephedrine Pill	MONDO:0005324|RXCUI:1157755
MONDO:0005324	seasonal allergic rhinitis	SEASONAL ALLERGIC RHINITIS	OMALIZUMAB 	UNII:2P471X1Z11	Omalizumab	MONDO:0005324|UNII:2P471X1Z11
MONDO:0005338	open-angle glaucoma	OPEN ANGLE GLAUCOMA	BRINZOLAMIDE, TIMOLOL	CHEBI:9599	Timolol	MONDO:0005338|CHEBI:9599
MONDO:0005338	open-angle glaucoma	OPEN-ANGLE GLAUCOMA	BIMATOPROST, TIMOLOL	CHEBI:9599	Timolol	MONDO:0005338|CHEBI:9599
MONDO:0005338	open-angle glaucoma	OPEN-ANGLE GLAUCOMA	BRINZOLAMIDE	CHEBI:3176	Brinzolamide	MONDO:0005338|CHEBI:3176
MONDO:0005338	open-angle glaucoma	OPEN-ANGLE GLAUCOMA	BRINZOLAMIDE, BRIMONIDINE TARTRATE	CHEBI:3175	Brimonidine	MONDO:0005338|CHEBI:3175
MONDO:0005338	open-angle glaucoma	OPEN-ANGLE GLAUCOMA	TRAVOPROST	CHEBI:188986	idose	MONDO:0005338|CHEBI:188986
MONDO:0005338	open-angle glaucoma	OPEN-ANGLE GLAUCOMA	TRAVOPROST	CHEBI:188986	idose	MONDO:0005338|CHEBI:188986
MONDO:0005338	open-angle glaucoma	OPEN-ANGLE GLAUCOMA	TRAVOPROST, TIMOLOL	CHEBI:9599	Timolol	MONDO:0005338|CHEBI:9599
MONDO:0005339	androgenetic alopecia	ANDROGENETIC ALOPECIA (MALE PATTERN HAIR LOSS)	DUTASTERIDE	CHEBI:521033	Dutasteride	MONDO:0005339|CHEBI:521033
MONDO:0005339	androgenetic alopecia	MALE PATTERN ALOPECIA	FINASTERIDE	CHEBI:5062	Finasteride	MONDO:0005339|CHEBI:5062
MONDO:0005340	alopecia areata	ALOPECIA AREATA	BARICITINIB	CHEBI:95341	Baricitinib	MONDO:0005340|CHEBI:95341
MONDO:0005340	alopecia areata	ALOPECIA AREATA	RITLECITINIB	CHEBI:229233	Ritlecitinib	MONDO:0005340|CHEBI:229233
MONDO:0005340	alopecia areata	ALOPECIA AREATA	RITLECITINIB TOSILATE	CHEBI:229233	Ritlecitinib	MONDO:0005340|CHEBI:229233
MONDO:0005341	skin basal cell carcinoma	BASAL CELL CARCINOMA (BCC)	SONIDEGIB	CHEBI:90863	Sonidegib	MONDO:0005341|CHEBI:90863
MONDO:0005341	skin basal cell carcinoma	BASAL CELL CARCINOMA (LOCALLY ADVANCED)	VISMODEGIB	CHEBI:66903	Vismodegib	MONDO:0005341|CHEBI:66903
MONDO:0005341	skin basal cell carcinoma	BASAL CELL CARCINOMA (SBCC)	IMIQUIMOD	CHEBI:36704	Imiquimod	MONDO:0005341|CHEBI:36704
